repo_name,loc,size_category,total_smells,smell_density,hyperparameters_not_explicitly_set,gradients_not_cleared_before_backward_propagation,columns_and_datatype_not_explicitly_set,in_place_apis_misused,Chain_Indexing,matrix_multiplication_api_misused,pytorch_call_method_misused,dataframe_conversion_api_misused,nan_equivalence_comparison_misused,unnecessary_iteration,merge_api_parameter_not_explicitly_set,memory_not_freed,empty_column_misinitialization,Broadcasting_Feature_Not_Used,deterministic_algorithm_option_not_used,tensor_array_not_used,total_smells_filtered,Commits,Created Date,Last Commit Date,age_days,created_dt,last_commit_dt,duration_months,commits_per_month,activity_level
stephenhky/PyShortTextCategorization,2590,small,12,1.1583011583011584,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1539,2016-10-06T03:11:10Z,2025-09-19,3346,2016-10-06 03:11:10+00:00,2025-09-19 00:00:00+00:00,109.92115637319316,14.000944411237299,Low Activity
tensorflow/fairness-indicators,1520,small,5,3.289473684210526,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,397,2019-09-30T22:56:45Z,2025-08-04,2256,2019-09-30 22:56:45+00:00,2025-08-04 00:00:00+00:00,74.11300919842313,5.356684397163121,Low Activity
tensorflow/serving,2292,small,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9171,2016-01-26T21:48:20Z,2025-09-26,3599,2016-01-26 21:48:20+00:00,2025-09-26 00:00:00+00:00,118.23258869908015,77.56744651292026,High Activity
thunlp/OpenNRE,3137,small,9,2.8689831048772714,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,177,2017-02-26T07:37:12Z,2024-01-10,3202,2017-02-26 07:37:12+00:00,2024-01-10 00:00:00+00:00,105.19053876478317,1.6826608369768896,Low Activity
Tiiiger/QPyTorch,3868,small,9,2.326783867631851,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,246,2018-07-30T03:10:44Z,2024-05-20,2684,2018-07-30 03:10:44+00:00,2024-05-20 00:00:00+00:00,88.17345597897503,2.7899552906110285,Low Activity
timesler/facenet-pytorch,1467,small,1,0.6816632583503749,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252,2019-05-25T01:29:24Z,2024-08-02,2385,2019-05-25 01:29:24+00:00,2024-08-02 00:00:00+00:00,78.3508541392904,3.216301886792453,Low Activity
tslearn-team/tslearn,10150,small,18,1.6748768472906403,1.0,1.0,1.0,2.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1685,2017-05-04T13:08:13Z,2025-09-26,3135,2017-05-04 13:08:13+00:00,2025-09-26 00:00:00+00:00,102.98948751642575,16.360893141945773,High Activity
wandb/examples,7128,small,11,0.5611672278338945,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1003,2018-01-29T17:53:59Z,2025-09-23,2865,2018-01-29 17:53:59+00:00,2025-09-23 00:00:00+00:00,94.11957950065703,10.656656195462478,Low Activity
wikipedia2vec/wikipedia2vec,4481,small,6,1.3389868332961392,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,333,2015-10-26T10:37:06Z,2024-01-11,3691,2015-10-26 10:37:06+00:00,2024-01-11 00:00:00+00:00,121.25492772667542,2.7462801408832296,Low Activity
zalandoresearch/pytorch-ts,9932,small,10,1.0068465565847764,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,438,2020-03-16T16:47:08Z,2024-06-14,2088,2020-03-16 16:47:08+00:00,2024-06-14 00:00:00+00:00,68.5939553219448,6.385402298850575,Low Activity
zeusees/HyperLPR,1356,small,1,0.7374631268436578,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,344,2017-09-24T05:44:38Z,2024-07-27,2992,2017-09-24 05:44:38+00:00,2024-07-27 00:00:00+00:00,98.29172141918528,3.4997860962566847,Low Activity
zhanghang1989/PyTorch-Encoding,6905,small,4,0.5792903692976104,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,120,2017-05-12T18:04:54Z,2024-12-21,3127,2017-05-12 18:04:54+00:00,2024-12-21 00:00:00+00:00,102.72667542706964,1.1681483850335785,Low Activity
amaiya/ktrain,15566,medium,22,1.0921238596942053,5.0,0.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3066,2019-02-06T17:01:39Z,2024-07-09,2492,2019-02-06 17:01:39+00:00,2024-07-09 00:00:00+00:00,81.86596583442838,37.4514606741573,High Activity
analyticalmindsltd/smote_variants,21361,medium,59,2.715228687795515,1.0,0.0,12.0,17.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,498,2018-10-05T20:21:54Z,2024-01-01,2616,2018-10-05 20:21:54+00:00,2024-01-01 00:00:00+00:00,85.93955321944809,5.7947706422018355,Low Activity
apache/submarine,13139,medium,4,0.22832787883400565,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1051,2019-09-19T04:00:17Z,2024-04-03,2267,2019-09-19 04:00:17+00:00,2024-04-03 00:00:00+00:00,74.47437582128778,14.112236435818263,Low Activity
autorope/donkeycar,22292,medium,21,0.9420419881571863,0.0,0.0,12.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2204,2016-12-10T06:35:09Z,2025-08-04,3280,2016-12-10 06:35:09+00:00,2025-08-04 00:00:00+00:00,107.75295663600525,20.45419512195122,High Activity
BindsNET/bindsnet,14028,medium,8,0.570287995437696,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2124,2018-02-09T19:42:37Z,2025-09-26,2854,2018-02-09 19:42:37+00:00,2025-09-26 00:00:00+00:00,93.75821287779237,22.654015416958657,High Activity
BloodAxe/pytorch-toolbelt,12133,medium,5,0.4120992334954257,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1245,2019-03-15T16:02:49Z,2025-09-12,2455,2019-03-15 16:02:49+00:00,2025-09-12 00:00:00+00:00,80.65045992115637,15.436985743380855,Low Activity
brainiak/brainiak,17865,medium,98,5.261684858662189,4.0,0.0,3.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,406,2016-02-08T23:19:27Z,2025-01-06,3586,2016-02-08 23:19:27+00:00,2025-01-06 00:00:00+00:00,117.80551905387647,3.4463580591187957,Low Activity
Calamari-OCR/calamari,11088,medium,2,0.18037518037518038,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,479,2018-03-20T15:22:29Z,2025-05-12,2815,2018-03-20 15:22:29+00:00,2025-05-12 00:00:00+00:00,92.47700394218134,5.179666074600355,Low Activity
cornellius-gp/gpytorch,24163,medium,32,1.3243388652071348,0.0,5.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3975,2017-06-09T14:48:20Z,2025-09-03,3099,2017-06-09 14:48:20+00:00,2025-09-03 00:00:00+00:00,101.80683311432325,39.04453049370765,High Activity
CornellNLP/Cornell-Conversational-Analysis-Toolkit,16129,medium,47,2.9140058280116556,0.0,0.0,29.0,9.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1497,2016-03-14T19:04:22Z,2025-09-22,3551,2016-03-14 19:04:22+00:00,2025-09-22 00:00:00+00:00,116.65571616294349,12.832633061109547,Low Activity
cornell-zhang/heterocl,20269,medium,3,0.14800927524791554,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1123,2017-12-20T16:13:52Z,2024-04-20,2905,2017-12-20 16:13:52+00:00,2024-04-20 00:00:00+00:00,95.43363994743758,11.767339070567987,Low Activity
cpnota/autonomous-learning-library,10618,medium,2,0.1883593897155773,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,300,2018-11-07T21:39:56Z,2024-03-17,2583,2018-11-07 21:39:56+00:00,2024-03-17 00:00:00+00:00,84.85545335085413,3.5354239256678284,Low Activity
danielegrattarola/spektral,10445,medium,4,0.19147917663954045,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1134,2019-01-17T11:19:10Z,2024-01-21,2512,2019-01-17 11:19:10+00:00,2024-01-21 00:00:00+00:00,82.52299605781866,13.741624203821656,Low Activity
datamllab/rlcard,12848,medium,3,0.1556662515566625,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,875,2019-09-05T12:48:01Z,2024-06-26,2281,2019-09-05 12:48:01+00:00,2024-06-26 00:00:00+00:00,74.93429697766096,11.676896098202544,Low Activity
deepmind/dm-haiku,20792,medium,1,0.04809542131589072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1024,2020-02-18T07:14:02Z,2025-09-18,2115,2020-02-18 07:14:02+00:00,2025-09-18 00:00:00+00:00,69.48094612352168,14.737853427895983,Low Activity
deepmind/sonnet,13196,medium,7,0.37890269778720825,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,873,2017-04-03T11:34:35Z,2025-08-04,3166,2017-04-03 11:34:35+00:00,2025-08-04 00:00:00+00:00,104.00788436268068,8.393594440934933,Low Activity
deepmipt/DeepPavlov,16907,medium,3,0.17744129650440646,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2711,2017-11-17T14:35:29Z,2024-11-26,2938,2017-11-17 14:35:29+00:00,2024-11-26 00:00:00+00:00,96.51773981603154,28.088100748808714,High Activity
DigitalSlideArchive/HistomicsTK,11307,medium,60,5.3064473335102145,0.0,0.0,25.0,3.0,4.0,22.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3031,2015-10-15T14:49:21Z,2025-09-08,3702,2015-10-15 14:49:21+00:00,2025-09-08 00:00:00+00:00,121.61629434954007,24.922647217720154,High Activity
DLR-RM/stable-baselines3,14536,medium,17,1.1695101816180518,0.0,9.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,907,2020-05-05T05:52:26Z,2025-09-26,2038,2020-05-05 05:52:26+00:00,2025-09-26 00:00:00+00:00,66.95137976346912,13.547144259077527,Low Activity
DSE-MSU/DeepRobust,14598,medium,80,5.343197698314837,2.0,17.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,858,2019-09-21T16:09:07Z,2025-06-26,2265,2019-09-21 16:09:07+00:00,2025-06-26 00:00:00+00:00,74.40867279894874,11.53091390728477,Low Activity
evilsocket/pwnagotchi,12470,medium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744,2019-09-19T13:07:15Z,2025-08-23,2267,2019-09-19 13:07:15+00:00,2025-08-23 00:00:00+00:00,74.47437582128778,23.41745037494486,High Activity
facebookresearch/CrypTen,21718,medium,95,4.3282070172207385,1.0,70.0,17.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,359,2019-08-15T00:00:31Z,2024-11-23,2303,2019-08-15 00:00:31+00:00,2024-11-23 00:00:00+00:00,75.65703022339028,4.74509769865393,Low Activity
fastai/fastai,14973,medium,1,0.06678688305616777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2882,2017-09-09T17:43:36Z,2025-09-05,3007,2017-09-09 17:43:36+00:00,2025-09-05 00:00:00+00:00,98.78449408672799,29.174619221815764,High Activity
f-dangel/backpack,16500,medium,2,0.06060606060606061,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1818,2019-07-11T14:03:56Z,2024-11-21,2337,2019-07-11 14:03:56+00:00,2024-11-21 00:00:00+00:00,76.77398160315374,23.6798973042362,High Activity
fepegar/torchio,14026,medium,9,0.6416654783972623,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1800,2019-11-26T09:10:09Z,2025-09-22,2199,2019-11-26 09:10:09+00:00,2025-09-22 00:00:00+00:00,72.24047306176084,24.916780354706685,High Activity
flatironinstitute/CaImAn,24964,medium,43,1.722480371735299,0.0,0.0,0.0,2.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,4856,2015-08-06T13:58:45Z,2025-07-17,3772,2015-08-06 13:58:45+00:00,2025-07-17 00:00:00+00:00,123.91590013140603,39.187868504772005,High Activity
google/automl,22342,medium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733,2020-03-12T03:52:47Z,2025-03-02,2092,2020-03-12 03:52:47+00:00,2025-03-02 00:00:00+00:00,68.72536136662286,10.66564053537285,Low Activity
google/qkeras,23397,medium,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,2019-08-06T22:11:58Z,2025-06-13,2311,2019-08-06 22:11:58+00:00,2025-06-13 00:00:00+00:00,75.91984231274638,5.940475984422329,Low Activity
google-research/meta-dataset,15178,medium,1,0.06588483331137172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,319,2019-03-05T18:39:08Z,2024-05-24,2465,2019-03-05 18:39:08+00:00,2024-05-24 00:00:00+00:00,80.97897503285151,3.939294117647059,Low Activity
google-research/tensor2robot,16147,medium,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,2019-05-13T16:28:37Z,2024-08-19,2396,2019-05-13 16:28:37+00:00,2024-08-19 00:00:00+00:00,78.71222076215506,3.010968280467446,Low Activity
GRAAL-Research/poutyne,12874,medium,4,0.31070374398011497,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,774,2017-12-07T18:30:17Z,2025-05-05,2918,2017-12-07 18:30:17+00:00,2025-05-05 00:00:00+00:00,95.86070959264126,8.074215215901303,Low Activity
IBM/AIF360,13835,medium,247,17.058185760751716,8.0,0.0,141.0,33.0,7.0,5.0,0.0,41.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,236.0,438,2018-08-22T20:47:15Z,2024-12-10,2660,2018-08-22 20:47:15+00:00,2024-12-10 00:00:00+00:00,87.3850197109067,5.012300751879699,Low Activity
IBM/AIX360,17132,medium,273,15.001167406023814,16.0,0.0,140.0,45.0,32.0,15.0,4.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,633,2019-07-11T07:17:48Z,2025-02-26,2337,2019-07-11 07:17:48+00:00,2025-02-26 00:00:00+00:00,76.77398160315374,8.244980744544288,Low Activity
interpretml/interpret-community,10499,medium,76,5.905324316601581,14.0,1.0,35.0,0.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,486,2019-09-25T15:43:56Z,2025-02-07,2261,2019-09-25 15:43:56+00:00,2025-02-07 00:00:00+00:00,74.2772667542707,6.543051747014595,Low Activity
jantic/DeOldify,12886,medium,5,0.3880180040353873,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,524,2018-10-31T23:32:34Z,2024-10-19,2590,2018-10-31 23:32:34+00:00,2024-10-19 00:00:00+00:00,85.08541392904073,6.158517374517375,Low Activity
keras-team/keras-tuner,10943,medium,20,0.18276523805172257,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1087,2019-06-06T22:38:21Z,2024-06-24,2372,2019-06-06 22:38:21+00:00,2024-06-24 00:00:00+00:00,77.92378449408672,13.949527824620576,Low Activity
kermitt2/delft,11351,medium,6,0.5285877896220597,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,942,2018-04-13T22:15:32Z,2025-05-19,2791,2018-04-13 22:15:32+00:00,2025-05-19 00:00:00+00:00,91.688567674113,10.273908993192405,Low Activity
KevinMusgrave/pytorch-metric-learning,15569,medium,77,4.945725480120752,0.0,75.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1309,2019-10-23T17:20:35Z,2025-08-17,2233,2019-10-23 17:20:35+00:00,2025-08-17 00:00:00+00:00,73.3574244415243,17.844137931034485,High Activity
koaning/scikit-lego,10542,medium,193,10.055018023145513,87.0,0.0,67.0,28.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,569,2019-01-21T15:30:15Z,2025-09-15,2508,2019-01-21 15:30:15+00:00,2025-09-15 00:00:00+00:00,82.3915900131406,6.906044657097289,Low Activity
kubeflow/examples,11038,medium,39,3.2614604094944735,1.0,0.0,22.0,9.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,544,2018-02-01T21:13:10Z,2025-04-14,2862,2018-02-01 21:13:10+00:00,2025-04-14 00:00:00+00:00,94.02102496714849,5.785939902166317,Low Activity
kubeflow/katib,15845,medium,3,0.18933417481855475,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1361,2018-04-03T17:07:12Z,2025-09-24,2801,2018-04-03 17:07:12+00:00,2025-09-24 00:00:00+00:00,92.01708278580814,14.790731881470904,Low Activity
l3p-cv/lost,15154,medium,30,1.9796753332453478,0.0,0.0,12.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2908,2018-11-12T16:04:39Z,2025-09-24,2578,2018-11-12 16:04:39+00:00,2025-09-24 00:00:00+00:00,84.69119579500656,34.336508921644686,High Activity
lab-ml/labml,16420,medium,18,1.0353227771010962,1.0,9.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2362,2018-11-16T09:34:48Z,2025-04-10,2574,2018-11-16 09:34:48+00:00,2025-04-10 00:00:00+00:00,84.5597897503285,27.932898212898216,High Activity
learnables/cherry,11180,medium,4,0.35778175313059035,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,415,2018-11-30T01:46:38Z,2025-06-22,2561,2018-11-30 01:46:38+00:00,2025-06-22 00:00:00+00:00,84.13272010512483,4.932682545880516,Low Activity
limbo018/DREAMPlace,14304,medium,154,10.766219239373601,0.0,8.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,787,2019-02-28T06:09:05Z,2025-09-27,2470,2019-02-28 06:09:05+00:00,2025-09-27 00:00:00+00:00,81.14323258869908,9.6988987854251,Low Activity
MIC-DKFZ/nnUNet,14017,medium,5,0.35670970963829635,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1773,2019-04-17T08:10:56Z,2025-08-15,2422,2019-04-17 08:10:56+00:00,2025-08-15 00:00:00+00:00,79.56636005256242,22.283286540049545,High Activity
microsoft/hummingbird,14949,medium,76,3.0771289049434745,30.0,0.0,35.0,1.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,481,2020-03-12T20:27:03Z,2025-07-17,2092,2020-03-12 20:27:03+00:00,2025-07-17 00:00:00+00:00,68.72536136662286,6.998871892925431,Low Activity
mittagessen/kraken,13974,medium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290,2015-05-19T09:24:38Z,2025-09-25,3851,2015-05-19 09:24:38+00:00,2025-09-25 00:00:00+00:00,126.51116951379763,18.101168527655155,High Activity
mljar/mljar-supervised,19321,medium,292,15.061332229180683,0.0,0.0,218.0,16.0,49.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,291.0,1239,2018-11-05T12:58:04Z,2025-07-07,2585,2018-11-05 12:58:04+00:00,2025-07-07 00:00:00+00:00,84.92115637319316,14.590003868471955,Low Activity
mpariente/asteroid,19013,medium,63,3.260926734339662,0.0,0.0,42.0,1.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,918,2019-10-18T07:48:15Z,2025-07-23,2238,2019-10-18 07:48:15+00:00,2025-07-23 00:00:00+00:00,73.52168199737187,12.486112600536194,Low Activity
namisan/mt-dnn,13012,medium,1,0.0768521364893944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,582,2019-02-19T22:58:26Z,2024-03-07,2479,2019-02-19 22:58:26+00:00,2024-03-07 00:00:00+00:00,81.4388961892247,7.146462283178701,Low Activity
nanoporetech/medaka,13952,medium,4,0.286697247706422,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1494,2017-06-07T14:01:06Z,2025-08-19,3101,2017-06-07 14:01:06+00:00,2025-08-19 00:00:00+00:00,101.87253613666228,14.665385359561434,Low Activity
norse/norse,14090,medium,11,0.7806955287437899,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,412,2019-11-22T00:00:15Z,2025-09-23,2204,2019-11-22 00:00:15+00:00,2025-09-23 00:00:00+00:00,72.40473061760841,5.690235934664247,Low Activity
nussl/nussl,15649,medium,14,0.830724007923829,1.0,0.0,1.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1030,2015-06-24T18:28:34Z,2024-12-09,3815,2015-06-24 18:28:34+00:00,2024-12-09 00:00:00+00:00,125.32851511169514,8.218401048492792,Low Activity
nutonomy/nuscenes-devkit,14748,medium,23,1.5595334960672633,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,238,2018-09-06T19:04:28Z,2025-08-28,2645,2018-09-06 19:04:28+00:00,2025-08-28 00:00:00+00:00,86.892247043364,2.739024574669187,Low Activity
onnx/onnxmltools,25210,medium,30,0.8726695755652518,8.0,0.0,13.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,336,2018-02-16T20:37:33Z,2025-06-10,2847,2018-02-16 20:37:33+00:00,2025-06-10 00:00:00+00:00,93.52825229960578,3.5924973656480508,Low Activity
OpenNMT/OpenNMT-py,26821,medium,10,0.33555795831624474,1.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2895,2017-02-22T19:01:50Z,2024-06-27,3206,2017-02-22 19:01:50+00:00,2024-06-27 00:00:00+00:00,105.32194480946123,27.48714909544604,High Activity
openvinotoolkit/model_server,13305,medium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3155,2018-09-26T16:40:53Z,2025-09-25,2625,2018-09-26 16:40:53+00:00,2025-09-25 00:00:00+00:00,86.23521681997372,36.58598095238096,High Activity
PacktPublishing/Deep-Reinforcement-Learning-Hands-On,11006,medium,3,0.27257859349445757,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1200,2018-03-16T03:57:42Z,2025-05-09,2819,2018-03-16 03:57:42+00:00,2025-05-09 00:00:00+00:00,92.60840998685939,12.957786449095426,Low Activity
pyannote/pyannote-audio,10618,medium,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402,2016-03-07T17:26:15Z,2025-09-09,3558,2016-03-07 17:26:15+00:00,2025-09-09 00:00:00+00:00,116.88567674113008,20.549994378864533,High Activity
pytorch/text,14307,medium,3,0.20968756552736423,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1313,2016-12-12T00:56:03Z,2025-09-10,3279,2016-12-12 00:56:03+00:00,2025-09-10 00:00:00+00:00,107.72010512483574,12.188996645318696,Low Activity
pytorch/tutorials,14427,medium,20,1.3169751161017538,1.0,13.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2771,2016-09-30T23:48:36Z,2025-09-26,3351,2016-09-30 23:48:36+00:00,2025-09-26 00:00:00+00:00,110.08541392904073,25.17136377200836,High Activity
QData/TextAttack,25560,medium,8,0.3129890453834116,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2772,2019-10-15T00:51:44Z,2025-07-10,2242,2019-10-15 00:51:44+00:00,2025-07-10 00:00:00+00:00,73.65308804204993,37.63589652096343,High Activity
quantumblacklabs/kedro,24084,medium,32,1.328682943032719,0.0,0.0,9.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4147,2019-04-18T10:29:56Z,2025-09-21,2421,2019-04-18 10:29:56+00:00,2025-09-21 00:00:00+00:00,79.5335085413929,52.141544816191654,High Activity
