repo_name,loc,size_category,total_smells,smell_density,hyperparameters_not_explicitly_set,gradients_not_cleared_before_backward_propagation,columns_and_datatype_not_explicitly_set,in_place_apis_misused,Chain_Indexing,matrix_multiplication_api_misused,pytorch_call_method_misused,dataframe_conversion_api_misused,nan_equivalence_comparison_misused,unnecessary_iteration,merge_api_parameter_not_explicitly_set,memory_not_freed,empty_column_misinitialization,Broadcasting_Feature_Not_Used,deterministic_algorithm_option_not_used,tensor_array_not_used,total_smells_filtered,Commits,Created Date,Last Commit Date,age_days,created_dt,last_commit_dt,duration_months,commits_per_month,activity_level
ria-com/nomeroff-net,10722,medium,13,1.212460361872785,0.0,0.0,1.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1542,2018-12-10T13:56:51Z,2025-09-26,2550,2018-12-10 13:56:51+00:00,2025-09-26 00:00:00+00:00,83.77135348226018,18.40724705882353,High Activity
scikit-learn-contrib/imbalanced-learn,16049,medium,71,0.9346376721291046,56.0,0.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,896,2014-08-16T05:08:26Z,2025-08-14,4127,2014-08-16 05:08:26+00:00,2025-08-14 00:00:00+00:00,135.57818659658344,6.608732735643325,Low Activity
SeldonIO/alibi,20797,medium,81,3.26970236091744,13.0,0.0,6.0,4.0,45.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,677,2019-02-26T10:10:56Z,2025-09-23,2472,2019-02-26 10:10:56+00:00,2025-09-23 00:00:00+00:00,81.2089356110381,8.336521035598706,Low Activity
SeldonIO/alibi-detect,24028,medium,62,1.1236890294656234,34.0,2.0,7.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,746,2019-10-07T13:29:13Z,2025-09-03,2249,2019-10-07 13:29:13+00:00,2025-09-03 00:00:00+00:00,73.88304862023652,10.097038683859495,Low Activity
skorch-dev/skorch,20587,medium,31,1.4572302909603148,1.0,1.0,9.0,6.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1123,2017-07-18T00:13:54Z,2025-08-15,3061,2017-07-18 00:13:54+00:00,2025-08-15 00:00:00+00:00,100.55847568988173,11.167631492976152,Low Activity
slundberg/shap,23375,medium,255,9.454545454545455,27.0,4.0,44.0,17.0,17.0,3.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,221.0,2867,2016-11-22T19:17:08Z,2025-09-26,3298,2016-11-22 19:17:08+00:00,2025-09-26 00:00:00+00:00,108.3442838370565,26.46194057004245,High Activity
snap-stanford/ogb,21473,medium,144,6.706096027569506,0.0,36.0,70.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,679,2019-11-22T22:13:57Z,2025-05-06,2203,2019-11-22 22:13:57+00:00,2025-05-06 00:00:00+00:00,72.3718791064389,9.382097140263276,Low Activity
SPFlow/SPFlow,16505,medium,2,0.12117540139351712,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,650,2018-03-20T11:32:00Z,2025-04-04,2815,2018-03-20 11:32:00+00:00,2025-04-04 00:00:00+00:00,92.47700394218134,7.028774422735347,Low Activity
sql-machine-learning/elasticdl,21950,medium,19,0.18223234624145787,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1829,2018-10-22T23:53:10Z,2024-01-26,2599,2018-10-22 23:53:10+00:00,2024-01-26 00:00:00+00:00,85.38107752956635,21.421608310888804,High Activity
tensorflow/io,26222,medium,4,0.15254366562428495,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1700,2018-11-09T22:44:05Z,2025-04-10,2581,2018-11-09 22:44:05+00:00,2025-04-10 00:00:00+00:00,84.78975032851511,20.04959318093762,High Activity
tensorflow/quantum,15821,medium,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,934,2020-02-06T19:58:35Z,2025-09-14,2127,2020-02-06 19:58:35+00:00,2025-09-14 00:00:00+00:00,69.87516425755584,13.36669487541138,Low Activity
tensorflow/text,18446,medium,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922,2019-05-29T22:10:03Z,2025-08-18,2380,2019-05-29 22:10:03+00:00,2025-08-18 00:00:00+00:00,78.18659658344284,11.792302521008404,Low Activity
tensorflow/tfjs,12161,medium,16,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6112,2018-03-05T05:41:02Z,2025-06-06,2830,2018-03-05 05:41:02+00:00,2025-06-06 00:00:00+00:00,92.96977660972405,65.74179505300353,High Activity
tf-encrypted/tf-encrypted,22814,medium,19,0.04383273428596476,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,605,2018-03-21T18:22:13Z,2024-09-25,2814,2018-03-21 18:22:13+00:00,2024-09-25 00:00:00+00:00,92.44415243101183,6.544491826581378,Low Activity
uber/causalml,11144,medium,187,13.280689160086144,36.0,0.0,83.0,32.0,21.0,2.0,0.0,2.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,148.0,653,2019-07-09T02:08:58Z,2025-09-26,2340,2019-07-09 02:08:58+00:00,2025-09-26 00:00:00+00:00,76.87253613666228,8.494581196581198,Low Activity
ultralytics/yolov3,11096,medium,42,3.604902667627974,1.0,0.0,9.0,7.0,7.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,2899,2018-08-26T08:57:20Z,2025-08-26,2656,2018-08-26 08:57:20+00:00,2025-08-26 00:00:00+00:00,87.25361366622865,33.22498493975904,High Activity
ultralytics/yolov5,11454,medium,46,3.8414527675921075,1.0,0.0,9.0,7.0,7.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,2916,2020-05-18T03:45:11Z,2025-09-21,2025,2020-05-18 03:45:11+00:00,2025-09-21 00:00:00+00:00,66.52431011826543,43.833600000000004,High Activity
vanvalenlab/deepcell-tf,14131,medium,19,0.7784304012454887,8.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,421,2018-05-16T17:41:14Z,2024-08-30,2758,2018-05-16 17:41:14+00:00,2024-08-30 00:00:00+00:00,90.60446780551905,4.646569978245106,Low Activity
vespa-engine/sample-apps,11979,medium,28,2.337423825027131,0.0,2.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,5644,2017-08-16T09:12:25Z,2025-09-24,3031,2017-08-16 09:12:25+00:00,2025-09-24 00:00:00+00:00,99.57293035479631,56.682071923457606,High Activity
vwxyzjn/cleanrl,12634,medium,3,0.2374544878898211,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,841,2019-06-07T16:31:50Z,2025-07-08,2371,2019-06-07 16:31:50+00:00,2025-07-08 00:00:00+00:00,77.8909329829172,10.797148882328132,Low Activity
yzhao062/pyod,16576,medium,32,1.5685328185328185,6.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1895,2017-10-03T20:29:04Z,2025-04-29,2983,2017-10-03 20:29:04+00:00,2025-04-29 00:00:00+00:00,97.99605781865965,19.33751257123701,High Activity
aiqm/torchani,53385,large,34,0.636883019574787,0.0,18.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,990,2018-04-02T15:43:04Z,2025-09-09,2802,2018-04-02 15:43:04+00:00,2025-09-09 00:00:00+00:00,92.04993429697765,10.755032119914349,Low Activity
allegroai/trains,157601,large,43,0.26015063356196977,2.0,6.0,22.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2561,2019-06-10T08:18:32Z,2025-09-26,2368,2019-06-10 08:18:32+00:00,2025-09-26 00:00:00+00:00,77.79237844940867,32.92096283783784,High Activity
apache/beam,249436,large,478,1.8842508699626357,7.0,0.0,218.0,229.0,1.0,0.0,0.0,6.0,0.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,470.0,45656,2016-02-02T08:00:06Z,2025-09-27,3592,2016-02-02 08:00:06+00:00,2025-09-27 00:00:00+00:00,118.00262812089356,386.9066369710468,High Activity
arviz-devs/arviz,33576,large,18,0.536097212294496,0.0,0.0,4.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1614,2015-07-29T11:51:10Z,2025-09-17,3780,2015-07-29 11:51:10+00:00,2025-09-17 00:00:00+00:00,124.17871222076215,12.997396825396827,Low Activity
avrae/avrae,35896,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6107,2017-02-02T04:40:12Z,2025-09-26,3226,2017-02-02 04:40:12+00:00,2025-09-26 00:00:00+00:00,105.97897503285151,57.624637321760694,High Activity
awslabs/amazon-sagemaker-examples,70067,large,219,2.9971313171678537,9.0,20.0,114.0,22.0,19.0,2.0,1.0,15.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,210.0,3175,2017-10-23T05:55:22Z,2025-09-03,2963,2017-10-23 05:55:22+00:00,2025-09-03 00:00:00+00:00,97.33902759526937,32.61795477556531,High Activity
bulletphysics/bullet3,100791,large,98,0.9623875147582622,1.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,9404,2011-04-12T18:45:08Z,2025-04-23,5349,2011-04-12 18:45:08+00:00,2025-04-23 00:00:00+00:00,175.7227332457293,53.51612637876239,High Activity
calico/basenji,39869,large,284,6.94775389400286,5.0,0.0,139.0,40.0,58.0,1.0,0.0,0.0,0.0,36.0,0.0,3.0,0.0,2.0,0.0,0.0,277.0,2009,2017-07-05T17:54:18Z,2025-05-16,3073,2017-07-05 17:54:18+00:00,2025-05-16 00:00:00+00:00,100.9526938239159,19.900410022779045,High Activity
CLUEbenchmark/CLUE,48963,large,8,0.16338868124910647,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,528,2019-11-22T08:25:02Z,2025-09-08,2203,2019-11-22 08:25:02+00:00,2025-09-08 00:00:00+00:00,72.3718791064389,7.295651384475715,Low Activity
commaai/openpilot,45846,large,3,0.06543646119617852,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15894,2016-11-24T01:33:30Z,2025-09-27,3297,2016-11-24 01:33:30+00:00,2025-09-27 00:00:00+00:00,108.31143232588698,146.74351228389446,High Activity
creme-ml/creme,31014,large,161,3.482298316889147,53.0,0.0,55.0,13.0,9.0,3.0,0.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,3982,2019-01-24T15:18:26Z,2025-09-26,2505,2019-01-24 15:18:26+00:00,2025-09-26 00:00:00+00:00,82.29303547963205,48.38805588822356,High Activity
data-science-on-aws/workshop,95889,large,344,3.0660451146638303,42.0,15.0,122.0,116.0,13.0,14.0,1.0,6.0,0.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,294.0,3376,2020-02-29T19:33:58Z,2024-07-31,2104,2020-02-29 19:33:58+00:00,2024-07-31 00:00:00+00:00,69.11957950065703,48.84288973384031,High Activity
deepchem/deepchem,105916,large,92,0.6703425355942445,15.0,4.0,39.0,3.0,3.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,71.0,10635,2015-09-24T23:20:28Z,2025-09-24,3723,2015-09-24 23:20:28+00:00,2025-09-24 00:00:00+00:00,122.30617608409986,86.95390813859791,High Activity
deepfakes/faceswap,46036,large,2,0.02172213050656008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1840,2017-12-19T09:44:13Z,2025-09-18,2906,2017-12-19 09:44:13+00:00,2025-09-18 00:00:00+00:00,95.4664914586071,19.273778389538887,High Activity
deepmind/open_spiel,64877,large,55,0.8323442822571945,0.0,9.0,2.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,4740,2019-07-22T13:50:21Z,2025-09-24,2326,2019-07-22 13:50:21+00:00,2025-09-24 00:00:00+00:00,76.41261498028909,62.03164230438521,High Activity
determined-ai/determined,93990,large,22,0.09575486753909991,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8394,2020-04-07T16:12:29Z,2025-03-20,2066,2020-04-07 16:12:29+00:00,2025-03-20 00:00:00+00:00,67.8712220762155,123.67539206195548,High Activity
dmlc/dgl,197271,large,211,0.9530037359774118,23.0,44.0,67.0,9.0,6.0,43.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,188.0,4417,2018-04-20T14:49:09Z,2025-07-31,2784,2018-04-20 14:49:09+00:00,2025-07-31 00:00:00+00:00,91.45860709592641,48.295071839080464,High Activity
facebookresearch/habitat-api,64676,large,18,0.21646360319129196,4.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,937,2019-02-04T23:12:51Z,2025-04-17,2494,2019-02-04 23:12:51+00:00,2025-04-17 00:00:00+00:00,81.9316688567674,11.436359262229352,Low Activity
facebookresearch/mmf,43269,large,9,0.2080011093392498,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1108,2018-06-27T04:52:40Z,2025-04-24,2716,2018-06-27 04:52:40+00:00,2025-04-24 00:00:00+00:00,89.22470433639947,12.418085419734904,Low Activity
facebookresearch/nevergrad,32642,large,45,1.3173212425709209,2.0,0.0,26.0,8.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1145,2018-11-21T00:33:17Z,2025-04-23,2570,2018-11-21 00:33:17+00:00,2025-04-23 00:00:00+00:00,84.42838370565046,13.561789883268482,Low Activity
facebookresearch/ReAgent,49789,large,19,0.32135612283837794,1.0,0.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,1614,2017-07-27T17:53:21Z,2025-09-02,3051,2017-07-27 17:53:21+00:00,2025-09-02 00:00:00+00:00,100.22996057818659,16.102969518190758,High Activity
feast-dev/feast,98817,large,374,3.764534442454234,0.0,0.0,223.0,137.0,2.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,372.0,4164,2018-12-10T07:20:15Z,2025-09-27,2550,2018-12-10 07:20:15+00:00,2025-09-27 00:00:00+00:00,83.77135348226018,49.706729411764705,High Activity
FederatedAI/FATE,52191,large,137,2.605813262823092,0.0,4.0,49.0,10.0,51.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,13850,2019-01-24T10:32:43Z,2024-11-19,2505,2019-01-24 10:32:43+00:00,2024-11-19 00:00:00+00:00,82.29303547963205,168.30099800399205,High Activity
flairNLP/flair,35868,large,20,0.5576000892160142,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6684,2018-06-11T11:04:18Z,2025-06-12,2732,2018-06-11 11:04:18+00:00,2025-06-12 00:00:00+00:00,89.75032851511169,74.47326500732065,High Activity
freewym/espresso,141225,large,58,0.3965303593556382,2.0,0.0,6.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2439,2018-12-02T02:48:48Z,2024-09-04,2559,2018-12-02 02:48:48+00:00,2024-09-04 00:00:00+00:00,84.06701708278581,29.012567409144197,High Activity
galaxyproject/galaxy,351424,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85630,2015-02-23T14:18:06Z,2025-09-27,3936,2015-02-23 14:18:06+00:00,2025-09-27 00:00:00+00:00,129.3035479632063,662.2401422764227,High Activity
geomstats/geomstats,52651,large,12,0.2279158990332567,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10874,2017-10-25T00:44:57Z,2025-09-26,2962,2017-10-25 00:44:57+00:00,2025-09-26 00:00:00+00:00,97.30617608409986,111.75035786630656,High Activity
google/clusterfuzz,106396,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,2019-01-29T00:19:40Z,2025-09-26,2501,2019-01-29 00:19:40+00:00,2025-09-26 00:00:00+00:00,82.16162943495401,44.911475409836065,High Activity
google/flax,64703,large,31,0.12364187131972242,23.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5358,2020-01-10T09:48:37Z,2025-09-26,2154,2020-01-10 09:48:37+00:00,2025-09-26 00:00:00+00:00,70.76215505913272,75.7184401114206,High Activity
google/tf-quant-finance,50669,large,5,0.09867966606801003,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,960,2019-07-24T16:09:50Z,2025-03-21,2324,2019-07-24 16:09:50+00:00,2025-03-21 00:00:00+00:00,76.34691195795006,12.574182444061965,Low Activity
GoogleCloudPlatform/professional-services,82363,large,117,1.3112684093585711,1.0,0.0,69.0,22.0,4.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,108.0,2324,2017-05-18T19:29:27Z,2025-09-24,3121,2017-05-18 19:29:27+00:00,2025-09-24 00:00:00+00:00,102.52956636005256,22.66663248958667,High Activity
GoogleCloudPlatform/python-docs-samples,138315,large,19,0.1373676029353288,0.0,0.0,13.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11996,2015-05-04T23:26:13Z,2025-09-26,3866,2015-05-04 23:26:13+00:00,2025-09-26 00:00:00+00:00,127.00394218134034,94.45376099327471,High Activity
GoogleCloudPlatform/training-data-analyst,108122,large,87,0.5734263147185586,25.0,0.0,35.0,21.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,7963,2016-04-17T21:39:27Z,2025-09-16,3517,2016-04-17 21:39:27+00:00,2025-09-16 00:00:00+00:00,115.53876478318003,68.9205914131362,High Activity
google-research/google-research,1307312,large,2015,1.4388302103858912,97.0,24.0,891.0,322.0,245.0,184.0,31.0,71.0,0.0,84.0,26.0,3.0,11.0,26.0,0.0,0.0,1881.0,4848,2018-10-04T18:42:48Z,2025-09-17,2617,2018-10-04 18:42:48+00:00,2025-09-17 00:00:00+00:00,85.97240473061761,56.39018723729461,High Activity
guildai/guildai,51790,large,18,0.3475574435219154,0.0,4.0,6.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5779,2017-09-27T18:57:50Z,2025-04-29,2989,2017-09-27 18:57:50+00:00,2025-04-29 00:00:00+00:00,98.19316688567673,58.85338240214119,High Activity
heartexlabs/label-studio,52356,large,9,0.1719000687600275,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5537,2019-06-19T02:00:44Z,2025-09-26,2360,2019-06-19 02:00:44+00:00,2025-09-26 00:00:00+00:00,77.52956636005256,71.4179152542373,High Activity
home-assistant/core,2109291,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99340,2013-09-17T07:29:48Z,2025-09-28,4460,2013-09-17 07:29:48+00:00,2025-09-28 00:00:00+00:00,146.51773981603154,678.0066367713005,High Activity
huggingface/transformers,988895,large,214,0.2093245491179549,3.0,96.0,13.0,8.0,5.0,2.0,73.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,207.0,20591,2018-10-29T13:56:00Z,2025-09-26,2592,2018-10-29 13:56:00+00:00,2025-09-26 00:00:00+00:00,85.15111695137976,241.8171450617284,High Activity
huseinzol05/Malaya,603277,large,49,0.07459260008254914,1.0,14.0,5.0,3.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45.0,942,2018-03-12T02:23:35Z,2025-08-29,2824,2018-03-12 02:23:35+00:00,2025-08-29 00:00:00+00:00,92.77266754270696,10.153852691218132,Low Activity
IBM/adversarial-robustness-toolbox,80632,large,266,1.79829348149618,119.0,36.0,12.0,7.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,145.0,13028,2018-03-15T14:40:43Z,2025-09-25,2820,2018-03-15 14:40:43+00:00,2025-09-25 00:00:00+00:00,92.64126149802891,140.62848226950354,High Activity
IBM/lale,80917,large,566,2.681760322305572,349.0,0.0,62.0,16.0,135.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,1540,2019-08-06T14:39:27Z,2025-09-19,2311,2019-08-06 14:39:27+00:00,2025-09-19 00:00:00+00:00,75.91984231274638,20.2845521419299,High Activity
jrzaurin/pytorch-widedeep,32158,large,130,3.669382424280117,12.0,2.0,66.0,28.0,11.0,0.0,1.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,118.0,965,2017-10-21T08:11:44Z,2025-09-27,2965,2017-10-21 08:11:44+00:00,2025-09-27 00:00:00+00:00,97.40473061760841,9.907116357504217,Low Activity
kornia/kornia,84657,large,19,0.16537321190214632,5.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2965,2018-08-22T10:31:37Z,2025-09-27,2660,2018-08-22 10:31:37+00:00,2025-09-27 00:00:00+00:00,87.3850197109067,33.9303007518797,High Activity
kubeflow/kfserving,62085,large,21,0.32213900297978576,1.0,0.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1896,2019-03-27T21:14:14Z,2025-09-25,2443,2019-03-27 21:14:14+00:00,2025-09-25 00:00:00+00:00,80.2562417871222,23.624330740892347,High Activity
kubeflow/pipelines,110404,large,13,0.10869171406833086,1.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6514,2018-05-12T00:31:47Z,2025-09-26,2763,2018-05-12 00:31:47+00:00,2025-09-26 00:00:00+00:00,90.76872536136662,71.76480636988781,High Activity
magenta/magenta,44690,large,2,0.022376370552696354,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1425,2016-05-05T20:10:40Z,2025-07-08,3499,2016-05-05 20:10:40+00:00,2025-07-08 00:00:00+00:00,114.94743758212877,12.396970563018005,Low Activity
microsoft/ai-edu,31803,large,167,5.251076942426815,0.0,0.0,4.0,0.0,1.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,694,2018-11-16T04:36:22Z,2024-05-16,2574,2018-11-16 04:36:22+00:00,2024-05-16 00:00:00+00:00,84.5597897503285,8.207210567210568,Low Activity
microsoft/botbuilder-python,47236,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826,2018-01-10T23:07:09Z,2025-05-28,2884,2018-01-10 23:07:09+00:00,2025-05-28 00:00:00+00:00,94.7437582128778,19.273037447988905,High Activity
microsoft/DeepSpeed,96442,large,84,0.8191451857074719,3.0,76.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,79.0,2931,2020-01-23T18:35:18Z,2025-09-27,2141,2020-01-23 18:35:18+00:00,2025-09-27 00:00:00+00:00,70.33508541392904,41.671947687996266,High Activity
microsoft/MMdnn,27846,large,2,0.07182360123536594,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1085,2017-08-16T08:03:52Z,2025-08-07,3031,2017-08-16 08:03:52+00:00,2025-08-07 00:00:00+00:00,99.57293035479631,10.896535796766745,Low Activity
mindsdb/mindsdb,134139,large,1189,8.849029737809287,0.0,0.0,896.0,104.0,114.0,0.0,0.0,41.0,0.0,28.0,4.0,0.0,2.0,0.0,0.0,0.0,1187.0,19670,2018-08-02T17:56:45Z,2025-09-25,2680,2018-08-02 17:56:45+00:00,2025-09-25 00:00:00+00:00,88.04204993429697,223.41597014925375,High Activity
mlflow/mlflow,320527,large,1070,2.695560748392491,206.0,3.0,707.0,52.0,34.0,5.0,9.0,45.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,8857,2018-06-05T16:05:58Z,2025-09-28,2738,2018-06-05 16:05:58+00:00,2025-09-28 00:00:00+00:00,89.94743758212877,98.46861943024106,High Activity
mlperf/inference,52082,large,70,1.2864329326830766,0.0,0.0,15.0,16.0,24.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,67.0,1824,2018-09-13T01:53:57Z,2025-09-24,2639,2018-09-13 01:53:57+00:00,2025-09-24 00:00:00+00:00,86.69513797634691,21.039242137173172,High Activity
mlperf/training,78482,large,14,0.17838485257766112,0.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,379,2018-03-29T21:56:06Z,2025-09-22,2806,2018-03-29 21:56:06+00:00,2025-09-22 00:00:00+00:00,92.18134034165571,4.111461154668567,Low Activity
mozilla/bugbug,28261,large,152,5.37843671490747,0.0,0.0,8.0,0.0,143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,6468,2018-03-12T15:29:09Z,2025-09-26,2823,2018-03-12 15:29:09+00:00,2025-09-26 00:00:00+00:00,92.73981603153744,69.74350690754517,High Activity
NVIDIA/DeepLearningExamples,294144,large,321,1.0335073977371627,5.0,19.0,109.0,79.0,35.0,0.0,9.0,36.0,0.0,7.0,9.0,0.0,0.0,12.0,0.0,1.0,304.0,1437,2018-05-02T17:04:05Z,2024-04-04,2772,2018-05-02 17:04:05+00:00,2024-04-04 00:00:00+00:00,91.06438896189225,15.78004329004329,High Activity
